# RA    Dec   // pmRA   pmDec
105.283 -18.214 6.010 -2.586
101.524 -17.916 5.774 -2.191
102.982 -20.204 5.798 -2.064
100.127 -15.075 5.788 -2.181
104.245 -16.445 5.757 -3.775
102.951 -15.707 4.313 -2.865
102.468 -18.545 4.789 -2.906
103.210 -19.564 4.975 -2.793
102.820 -16.465 5.367 -2.350
100.424 -19.933 4.649 -3.163
102.627 -18.238 4.845 -3.144
101.851 -18.315 4.401 -3.536
108.313 -14.776 10.387 -0.738
96.474 -11.686 11.488 0.456
98.909 -10.285 9.215 -1.408
96.354 -14.190 10.724 -0.653
100.643 -20.095 6.000 -2.648
103.061 -20.680 5.757 -2.426
101.437 -19.055 5.402 -3.083
101.831 -18.479 5.093 -3.309
101.392 -15.415 3.561 -3.341
95.229 -15.991 9.944 -0.591
99.342 -14.943 6.648 -0.133
103.904 -18.325 6.270 -1.222
103.564 -16.720 6.347 -0.477
99.325 -18.091 6.292 -0.803
100.381 -19.305 6.484 -0.256
103.970 -23.009 9.766 1.878
104.677 -19.420 5.150 -3.150
101.655 -16.922 4.719 -3.792
103.758 -19.255 4.652 -2.394
101.430 -19.104 5.043 -2.593
104.511 -15.182 5.690 -2.960
103.418 -18.594 4.686 -2.909
101.661 -16.148 3.905 -3.126
100.299 -19.028 5.574 -3.030
102.410 -15.801 6.049 -3.371
104.278 -18.822 4.955 -3.336
100.031 -16.817 4.791 -3.082
101.672 -16.931 4.983 -2.434
104.117 -16.278 6.059 -2.092
103.215 -15.146 5.561 -2.705
103.783 -15.559 4.574 -3.477
101.944 -18.593 5.044 -2.420
103.987 -15.898 5.045 -3.166
104.108 -18.469 5.708 -3.140
104.632 -19.817 4.579 -2.599
103.215 -19.864 5.306 -2.561
101.817 -15.193 5.210 -3.223
103.372 -16.891 5.324 -3.541
103.076 -15.462 4.969 -4.253
101.137 -18.473 4.980 -3.159
102.516 -18.406 6.136 -2.791
106.082 -21.875 10.872 -0.215
106.847 -17.615 10.004 0.078
106.179 -23.920 8.931 -0.959
102.461 -17.578 5.294 -3.156
100.385 -16.660 4.648 -2.676
100.588 -15.619 4.385 -1.480
102.231 -16.015 4.727 -2.885
100.854 -16.933 4.475 -2.964
102.612 -15.927 4.683 -2.722
100.081 -18.247 7.885 0.937
105.853 -18.266 10.919 0.174
100.274 -17.443 4.481 -3.194
104.110 -18.110 4.872 -3.046
104.761 -16.903 5.244 -3.815
103.354 -18.185 5.558 -2.425
