#  2M1324  Ch1 Light Curve
# Period =       13.0000 hr
# Time [BMJD]       Counts
  56384.2421106    18505.45462
  56384.2424162    17876.95267
  56384.2425689    18219.63737
  56384.2427171    18279.98555
  56384.2428698    18117.35888
  56384.2430227    17889.62092
  56384.2431754    18162.18153
  56384.2433236    17947.46058
  56384.2434810    18614.47321
  56384.2436290    17928.88602
  56384.2437819    18127.95436
  56384.2439346    18124.02392
  56384.2440829    18212.47074
  56384.2442356    18003.27513
  56384.2443884    18277.53842
  56384.2445411    18042.98743
  56384.2446892    18307.58690
  56384.2449949    18249.33475
  56384.2451431    18038.90503
  56384.2453004    18439.53380
  56384.2454486    18106.70617
  56384.2456014    18180.04259
  56384.2457495    17961.15592
  56384.2459070    18647.39059
  56384.2460551    18085.01560
  56384.2462078    18276.94720
  56384.2463560    18155.63025
  56384.2465088    18334.90657
  56384.2466616    18162.28051
  56384.2468143    18435.95480
  56384.2469624    18226.03738
  56384.2471152    17952.22468
  56384.2472682    18438.57700
  56384.2474208    18112.64095
  56384.2475736    18155.92009
  56384.2477217    18317.92476
  56384.2478745    18423.64773
  56384.2480273    18619.06169
  56384.2481754    18013.01366
  56384.2483282    18191.78166
  56384.2484810    18035.85312
  56384.2486338    18251.58682
  56384.2487820    18165.73972
  56384.2489393    18344.00300
  56384.2490922    18087.09266
  56384.2492403    17997.48073
  56384.2493884    17915.90997
  56384.2495413    18042.59709
  56384.2496939    18436.04172
  56384.2498469    18286.63988
  56384.2499949    18340.45276
  56384.2501478    18402.95450
  56384.2503005    18189.65711
  56384.2504532    18317.95922
  56384.2506061    18160.30796
  56384.2507542    18261.13138
  56384.2509070    18296.99633
  56384.2510597    18409.27374
  56384.2512079    18046.89008
  56384.2513607    18222.85278
  56384.2515135    18097.48649
  56384.2516662    18479.68168
  56384.2518143    17905.21328
  56384.2519673    18369.44964
  56384.2521200    18186.51253
  56384.2522727    18342.45777
  56384.2524209    18276.65004
  56384.2525736    18242.51135
  56384.2527264    18257.00108
  56384.2528791    18463.19370
  56384.2530274    18186.18477
  56384.2533329    18241.93762
  56384.2534857    18192.17406
  56384.2536385    18464.10247
  56384.2537867    17889.13634
  56384.2539395    18168.70151
  56384.2540923    18127.12286
  56384.2542450    18323.30253
  56384.2543977    18129.66774
  56384.2545459    18495.66100
  56384.2546987    18317.64387
  56384.2548469    18002.02906
  56384.2549996    18410.93073
  56384.2551525    18408.67174
  56384.2553052    18474.83262
  56384.2554532    18242.62260
  56384.2556062    18297.50403
  56384.2557589    18252.43370
  56384.2559117    18461.70003
  56384.2560645    18502.08426
  56384.2562125    18318.55178
  56384.2563654    18290.00172
  56384.2565181    18696.17824
  56384.2566709    18467.70078
  56384.2568190    18304.11521
  56384.2569718    18384.05388
  56384.2571247    18455.46989
  56384.2572728    18249.03492
  56384.2574256    18662.94971
  56384.2575783    18651.57914
  56384.2577312    18659.80548
  56384.2578792    18071.51955
  56384.2580319    18554.75544
  56384.2581848    18883.56177
  56384.2583376    18317.87358
  56384.2584904    18532.58896
  56384.2586385    18110.59380
  56384.2587914    18607.61031
  56384.2589441    18350.79242
  56384.2590922    18390.17912
  56384.2592451    18532.16642
  56384.2593978    18600.66057
  56384.2595505    18308.32447
  56384.2597034    18537.89543
  56384.2598514    18555.94531
  56384.2600044    18332.09083
  56384.2601571    18159.78215
  56384.2603052    18253.64131
  56384.2604580    18635.91462
  56384.2606109    18296.88319
  56384.2607635    18311.21530
  56384.2609116    18491.93913
  56384.2612172    18485.98308
  56384.2613701    18367.22117
  56384.2615182    18557.94998
  56384.2616710    18591.42422
  56384.2618237    18398.94229
  56384.2619765    18195.32457
  56384.2621247    18378.40149
  56384.2622774    18603.27509
  56384.2624303    18600.03045
  56384.2625830    18268.78945
  56384.2627359    18389.73706
  56384.2628840    18318.84195
  56384.2630367    18363.18544
  56384.2631895    18173.17238
  56384.2633376    18204.82254
  56384.2634906    18449.32598
  56384.2636433    18372.78399
  56384.2637960    18583.60972
  56384.2639488    18400.91804
  56384.2640969    18470.23616
  56384.2642497    18010.97601
  56384.2644025    18396.73064
  56384.2645506    18297.47548
  56384.2647035    18231.32354
  56384.2648562    18703.76870
  56384.2650090    18966.96113
  56384.2651571    18324.14742
  56384.2653099    18352.52187
  56384.2654627    17948.59415
  56384.2656154    18377.17763
  56384.2657682    18425.37376
  56384.2659209    18323.76071
  56384.2660692    18169.53628
  56384.2662219    18356.12041
  56384.2663747    18238.19667
  56384.2665229    18184.26020
  56384.2666756    18196.59687
  56384.2668285    18320.48337
  56384.2669765    18353.28054
  56384.2671294    18558.79340
  56384.2674348    18299.27735
  56384.2675877    18503.66357
  56384.2677359    18397.05743
  56384.2678886    18104.90936
  56384.2680415    18497.45340
  56384.2681895    18318.62247
  56384.2683424    18189.11898
  56384.2684952    18402.15689
  56384.2686479    18639.46167
  56384.2688007    18562.64047
  56384.2689488    18329.03346
  56384.2691017    18330.73706
  56384.2692544    18515.15860
  56384.2694026    18482.28113
  56384.2695554    18621.05403
  56384.2697082    18229.48400
  56384.2698609    18691.88839
  56384.2700090    18229.26010
  56384.2701619    18431.22360
  56384.2703146    18724.73083
  56384.2704673    18238.32107
  56384.2706156    18544.64045
  56384.2707683    18562.06577
  56384.2709211    18726.23667
  56384.2710738    18536.96581
  56384.2712221    18436.44028
  56384.2713749    18648.48272
  56384.2715275    18617.63431
  56384.2716803    18587.11529
  56384.2718331    18680.40878
  56384.2719813    18489.36049
  56384.2721340    18435.83765
  56384.2722869    18580.95708
  56384.2724350    18123.74707
  56384.2725923    18978.69105
  56384.2727405    18591.66981
  56384.2728933    18810.32011
  56384.2730415    18591.79913
  56384.2731943    18660.21649
  56384.2733469    18705.51676
  56384.2734999    18658.21254
  56384.2736479    18347.57620
  56384.2738008    18616.61876
  56384.2741064    18677.88152
  56384.2742590    18464.31934
  56384.2744072    18853.95428
  56384.2745600    18630.40831
  56384.2747127    18393.80466
  56384.2748656    18660.09721
  56384.2750183    18874.42591
  56384.2751665    18685.27983
  56384.2753192    18534.08000
  56384.2754675    18632.99353
  56384.2757730    18798.69326
  56384.2759258    18784.75649
  56384.2760738    18320.44748
  56384.2762268    18698.76197
  56384.2763794    18515.78366
  56384.2765323    18448.43114
  56384.2766804    18658.15317
  56384.2768332    18288.49479
  56384.2769860    18412.26880
  56384.2771387    18937.74008
  56384.2772869    18674.64584
  56384.2775924    18643.54784
  56384.2777452    18710.25767
  56384.2778980    18587.23674
  56384.2780462    18675.46586
  56384.2783517    18766.44793
  56384.2784999    18777.03027
  56384.2786527    18588.27217
  56384.2788055    18895.17172
  56384.2789582    18767.44707
  56384.2791063    18453.90122
  56384.2792591    18491.57008
  56384.2794120    18401.31473
  56384.2795647    18758.47149
  56384.2797128    18683.59392
  56384.2798656    18790.18967
  56384.2800230    19075.90543
  56384.2801711    18415.98846
  56384.2803192    18826.68948
  56384.2804722    18551.54892
  56384.2806248    18590.26362
  56384.2807777    18858.98067
  56384.2809304    18860.29957
  56384.2810785    18599.31766
  56384.2812314    18798.90732
  56384.2813841    18504.47622
  56384.2815369    18454.47218
  56384.2816850    18629.57718
  56384.2818379    18640.17513
  56384.2819907    18936.26734
  56384.2821388    18649.70525
  56384.2822916    18806.16110
  56384.2825971    18782.39217
  56384.2827452    18327.08780
  56384.2828981    18602.82355
  56384.2830508    18844.02489
  56384.2832036    18502.49067
  56384.2833518    18845.86846
  56384.2835045    18949.66693
  56384.2836574    18865.21788
  56384.2838101    18510.90657
  56384.2839629    18674.96633
  56384.2841110    18211.69239
  56384.2842638    18727.69406
  56384.2844166    18532.67868
  56384.2845648    18649.29212
  56384.2847175    18757.18364
  56384.2848704    19070.81935
  56384.2850230    18821.33799
  56384.2851712    18640.05991
  56384.2853241    18813.83522
  56384.2854813    19088.84914
  56384.2856296    18811.80120
  56384.2857777    18887.55660
  56384.2859352    18878.95993
  56384.2860832    18830.96908
  56384.2862361    18730.66465
  56384.2863842    18808.88633
  56384.2865416    18711.75677
  56384.2866897    18623.08000
  56384.2868425    18703.49864
  56384.2869954    18926.93757
  56384.2871435    18868.22781
  56384.2872964    19083.90344
  56384.2874490    19045.39240
  56384.2875971    18773.91938
  56384.2877546    18981.23335
  56384.2879027    18828.01620
  56384.2880556    18769.28075
  56384.2882037    18512.45803
  56384.2883564    18696.30199
  56384.2885092    19110.45425
  56384.2886620    18943.99820
  56384.2888101    18748.63893
  56384.2889629    18789.67605
  56384.2891158    18961.56036
  56384.2892685    18526.56881
  56384.2894213    18869.19550
  56384.2895741    18947.22443
  56384.2897221    18867.14952
  56384.2898751    18574.16643
  56384.2900277    18973.50246
  56384.2901759    18877.20861
  56384.2903287    18672.62895
  56384.2904814    18401.73555
  56384.2906296    18618.61206
  56384.2907916    18954.28973
  56384.2909352    18552.56518
  56384.2910880    19102.40141
  56384.2912362    18826.39714
  56384.2913889    18290.52961
  56384.2915417    18683.41327
  56384.2916944    18767.43374
  56384.2918426    18867.17321
  56384.2919954    18787.66984
  56384.2921482    18848.25095
  56384.2923009    18776.90970
  56384.2924490    18708.16198
  56384.2926019    18806.22403
  56384.2927546    18859.60324
  56384.2930602    18712.05528
  56384.2932083    18787.11817
  56384.2933612    18889.03633
  56384.2935138    18747.28531
  56384.2936621    19066.19386
  56384.2938149    18658.26131
  56384.2939676    18615.02003
  56384.2941204    18974.36437
  56384.2942686    18558.58547
  56384.2944214    18754.78291
  56384.2945741    18859.14691
  56384.2947269    18258.52282
  56384.2948750    18763.12510
  56384.2950277    19203.22985
  56384.2951806    18743.97090
  56384.2953333    18830.39810
  56384.2954816    18708.28539
  56384.2956389    18613.76907
  56384.2957917    18945.26143
  56384.2959399    18829.08828
  56384.2960926    18872.81080
  56384.2962409    18421.71655
  56384.2963936    18783.89683
  56384.2965464    18670.03467
  56384.2966945    18528.90136
  56384.2968473    19069.98907
  56384.2970000    18956.65056
  56384.2971528    19015.70937
  56384.2973010    18654.55803
  56384.2974538    18927.78411
  56384.2976065    18810.61119
  56384.2979074    18446.14608
  56384.2980650    19028.77584
  56384.2982130    18773.67492
  56384.2983659    18872.29001
  56384.2985139    18638.59346
  56384.2986715    18965.89293
  56384.2988195    18594.41731
  56384.2989722    18862.23770
  56384.2991251    18724.91825
  56384.2992733    18672.74809
  56384.2994260    18656.07596
  56384.2995788    19077.33888
  56384.2998797    18756.10392
  56384.3000325    19256.21701
  56384.3001853    18649.54254
  56384.3003333    18803.91335
  56384.3004863    18713.86472
  56384.3006390    18814.33148
  56384.3007917    19141.86127
  56384.3009399    18748.47925
  56384.3010927    19057.90997
  56384.3012455    18721.38487
  56384.3013983    18828.08012
  56384.3015510    18888.91519
  56384.3016992    18789.58595
  56384.3018521    18779.00079
  56384.3020048    18875.90749
  56384.3021575    18856.86912
  56384.3023057    18588.91481
  56384.3024585    19142.01594
  56384.3026112    18758.99008
  56384.3027593    18885.26988
  56384.3029122    19298.05869
  56384.3030650    18940.06791
  56384.3032176    18930.04181
  56384.3033659    18923.64625
  56384.3035186    18763.38219
  56384.3036715    18892.85082
  56384.3038241    19141.44391
  56384.3039723    18614.01503
  56384.3041251    19058.86523
  56384.3042779    19125.33138
  56384.3044307    19151.70179
  56384.3045788    18819.38161
  56384.3047363    19076.67024
  56384.3048844    18539.16458
  56384.3050372    19067.00057
  56384.3051899    18738.32592
  56384.3053381    19048.43931
  56384.3054909    19117.70089
  56384.3056437    18799.14258
  56384.3057964    18722.00698
  56384.3059446    18982.91509
  56384.3060973    19148.31674
  56384.3062502    19122.94921
  56384.3063983    19028.85332
  56384.3065557    19021.96741
  56384.3067038    18839.45657
  56384.3068567    19150.92606
  56384.3070047    18663.84170
  56384.3071577    18736.50079
  56384.3073104    19144.59055
  56384.3074631    18482.54642
  56384.3076113    18731.87243
  56384.3077640    19161.39841
  56384.3079169    18771.00912
  56384.3080697    19132.48308
  56384.3082225    19036.00421
  56384.3083705    19028.84132
  56384.3085233    18574.25803
  56384.3086762    19026.30375
  56384.3088243    18933.94834
  56384.3089771    18683.73305
  56384.3091298    19325.62613
  56384.3092827    19085.25601
  56384.3094307    18992.90343
  56384.3095835    19034.83472
  56384.3097363    19225.81019
  56384.3098890    18989.30251
  56384.3100373    18902.61960
  56384.3103427    18933.64636
  56384.3104956    19398.18573
  56384.3106437    18848.96185
  56384.3107966    18917.65482
  56384.3109493    19321.96581
  56384.3111021    18814.62770
  56384.3112549    19176.12263
  56384.3114031    18979.92267
  56384.3115557    18605.25187
  56384.3117085    18992.01103
  56384.3118568    19217.08744
  56384.3120095    18964.80131
  56384.3121624    19169.12871
  56384.3123150    19154.09738
  56384.3124631    18654.05298
  56384.3126160    19031.25273
  56384.3127733    19465.59063
  56384.3129216    18982.95666
  56384.3130743    19235.10813
  56384.3132224    18796.01209
  56384.3133753    19023.57164
  56384.3135280    18969.62147
  56384.3136761    18965.37661
  56384.3138289    19122.85411
  56384.3139818    19145.35999
  56384.3141345    19103.91927
  56384.3142872    19254.13737
  56384.3144354    18632.45400
  56384.3145882    19141.62286
  56384.3147410    19195.32864
  56384.3148891    18790.96057
  56384.3151947    18984.95365
  56384.3153475    19091.70916
  56384.3154957    18876.82847
  56384.3156484    19239.03752
  56384.3158011    18897.76055
  56384.3159540    18929.48890
  56384.3161020    19073.36722
  56384.3162549    19243.39664
  56384.3164077    19245.37355
  56384.3165605    19176.98749
  56384.3167086    19038.79914
  56384.3168613    19206.72217
  56384.3170142    19321.77060
  56384.3171669    19244.37782
  56384.3173198    19232.38850
  56384.3174678    19007.14495
  56384.3176207    18964.73488
  56384.3177734    19203.54911
  56384.3179216    18807.43103
  56384.3180744    18974.02485
  56384.3182271    19225.96246
  56384.3185327    19322.95896
  56384.3186855    19018.63581
  56384.3188336    18656.41323
  56384.3189864    19169.69510
  56384.3191346    18835.01463
  56384.3192873    19060.56035
  56384.3194401    19087.69018
  56384.3195928    19118.76249
  56384.3197411    18964.36675
  56384.3198939    18946.91740
  56384.3200466    18992.06697
  56384.3201994    19042.32762
  56384.3203521    19101.20040
  56384.3205003    19001.83628
  56384.3206531    18852.48017
  56384.3208058    18713.66063
  56384.3209587    18880.48511
  56384.3211067    18956.26053
  56384.3212596    19206.98254
  56384.3214123    18907.00892
  56384.3215605    18887.73561
  56384.3217133    19123.75410
  56384.3218707    19215.15932
  56384.3220188    18876.25752
  56384.3221670    19079.10565
  56384.3223198    18833.16333
  56384.3224725    19100.06666
  56384.3226254    19220.62160
  56384.3227734    18709.73397
  56384.3229262    18893.39770
  56384.3230790    18879.31529
  56384.3232318    19123.49100
  56384.3233846    19109.21107
  56384.3235328    18748.30450
  56384.3236855    19161.41485
  56384.3238383    19219.78905
  56384.3239864    19080.88125
  56384.3241393    19006.03927
  56384.3242920    18932.53167
  56384.3244449    18955.14659
  56384.3245929    18935.49704
  56384.3247457    18982.06102
  56384.3248985    19122.69114
  56384.3250513    19458.97932
  56384.3251994    18535.82526
  56384.3253569    19186.58252
  56384.3255096    18801.48086
  56384.3256578    18919.96753
  56384.3258106    18754.36819
  56384.3259587    19111.01013
  56384.3261115    18932.16461
  56384.3262642    19035.95950
  56384.3264171    18906.66118
  56384.3267180    18593.00202
  56384.3268707    19155.60787
  56384.3270236    19057.39246
  56384.3271717    18936.92802
  56384.3273245    19095.97139
  56384.3274772    19182.88975
  56384.3276253    18905.90498
  56384.3277782    19166.47900
  56384.3279309    19425.29471
  56384.3280838    19283.17648
  56384.3282319    18781.48901
  56384.3283846    19458.43186
  56384.3285374    19277.87342
  56384.3286902    19135.41081
  56384.3288383    18799.34441
  56384.3289912    18980.84631
  56384.3291439    19085.16642
  56384.3292967    19270.39845
  56384.3294494    19312.80789
  56384.3295977    19328.07215
  56384.3297504    19107.71139
  56384.3299031    19042.08998
  56384.3300559    19057.55173
  56384.3302040    19049.66687
  56384.3303569    19149.12100
  56384.3306579    19206.44868
  56384.3308106    19082.65138
  56384.3309634    19395.04461
  56384.3311162    19218.73357
  56384.3312689    19025.25512
  56384.3314172    18963.47265
  56384.3315699    19280.16480
  56384.3317227    19259.41186
  56384.3318755    18958.16768
  56384.3320235    19338.11914
  56384.3321764    18700.50367
  56384.3323291    18968.46139
  56384.3324819    19425.80050
  56384.3326300    19147.86089
  56384.3327828    19082.06670
  56384.3329357    19323.13766
  56384.3330838    18871.92564
  56384.3332366    19046.82407
  56384.3333893    19419.67023
  56384.3335420    19016.58785
  56384.3336949    19358.40970
  56384.3338431    19070.14198
  56384.3339958    19276.63744
  56384.3341486    19095.63170
  56384.3343014    19294.00631
  56384.3344495    18919.12381
  56384.3346022    19084.88660
  56384.3347550    18926.40163
  56384.3349079    19071.01067
  56384.3350607    19280.13708
  56384.3352088    19198.93769
  56384.3353616    19103.14860
  56384.3355144    19101.79456
  56384.3356625    19756.20775
  56384.3358153    19489.87021
  56384.3361163    19312.50738
  56384.3364217    19049.81284
  56384.3365745    18973.10243
  56384.3367274    19235.45531
  56384.3368754    18938.00498
  56384.3370282    19322.27590
  56384.3371811    19289.28306
  56384.3373338    19263.47293
  56384.3374820    18834.29989
  56384.3376347    19181.35576
  56384.3377875    19338.30350
  56384.3379403    19299.74873
  56384.3380931    19536.12956
  56384.3382413    19185.78385
  56384.3383940    18902.56158
  56384.3385468    19362.57051
  56384.3386949    18912.85976
  56384.3390005    18916.71104
  56384.3391487    19139.00197
  56384.3393014    18893.48695
  56384.3394588    19660.35288
  56384.3396070    19247.11398
  56384.3397598    19131.18803
  56384.3399080    19424.03611
  56384.3402134    19145.28649
  56384.3403663    19096.29903
  56384.3405190    19143.38926
  56384.3406672    19077.43623
  56384.3408200    19378.14865
  56384.3409728    19154.29481
  56384.3411209    19366.81742
  56384.3412736    19629.08997
  56384.3414265    19274.81986
  56384.3415792    19384.89715
  56384.3417274    18955.55125
  56384.3418802    19289.02242
  56384.3420329    19263.64662
  56384.3421857    19279.44193
  56384.3423338    19117.47647
  56384.3426393    19123.24427
  56384.3427923    19433.64643
  56384.3429403    19184.73707
  56384.3430931    19235.16715
  56384.3432459    19062.82518
  56384.3433986    19361.68143
  56384.3435469    18966.95426
  56384.3436996    19387.63376
  56384.3438525    19772.54811
  56384.3440052    19061.99283
  56384.3441534    18875.00925
  56384.3443061    19336.30325
  56384.3444589    19583.18148
  56384.3446118    19301.51674
  56384.3447598    19404.97383
  56384.3449127    19201.63338
  56384.3450654    19473.17794
  56384.3452181    19316.34167
  56384.3453663    19249.85354
  56384.3455190    19483.87150
  56384.3456719    19310.53947
  56384.3458247    19186.97516
  56384.3459729    19107.17298
  56384.3461256    18945.14370
  56384.3462783    19179.38956
  56384.3464312    19453.49597
  56384.3465793    19260.96046
  56384.3467321    19207.94488
  56384.3468848    19330.60434
  56384.3470422    19546.89986
  56384.3471857    19211.20475
  56384.3473385    19082.29746
  56384.3474913    19201.69194
  56384.3476441    19006.08211
  56384.3477923    19063.19691
  56384.3479450    19269.69927
  56384.3480977    19391.57506
  56384.3482506    19313.59247
  56384.3485516    19390.37954
  56384.3487043    19111.17674
  56384.3488571    19425.08285
  56384.3490098    19326.77067
  56384.3491581    18939.44592
  56384.3493108    19268.56461
  56384.3494636    19630.03446
  56384.3496118    19240.55344
  56384.3497645    19014.90943
  56384.3499173    19230.76870
  56384.3500700    19225.67527
  56384.3502229    18999.31200
  56384.3503710    19165.89127
  56384.3505237    19157.69985
  56384.3506766    19567.95964
  56384.3508247    19130.41204
  56384.3509776    19158.01156
  56384.3511302    19028.21136
  56384.3512830    19412.44801
  56384.3514312    19500.10850
  56384.3515840    19229.29624
  56384.3517368    19340.96085
  56384.3521905    19164.06273
  56384.3523432    19046.52376
  56384.3524960    19159.42460
  56384.3526441    19289.84479
  56384.3527969    19301.69106
  56384.3529497    18912.26433
  56384.3531024    19378.37188
  56384.3532507    18662.93128
  56384.3534034    18904.60832
  56384.3535563    19214.24921
  56384.3537089    19267.51957
  56384.3538617    19542.21746
  56384.3540146    19006.94860
  56384.3541626    19355.33262
  56384.3543155    19061.25152
  56384.3544637    18991.90469
  56384.3546165    19001.24227
  56384.3547692    19172.76389
  56384.3549220    19187.68822
  56384.3550702    18915.80922
  56384.3552229    19067.53795
  56384.3553756    19192.89593
  56384.3555285    19155.82559
